Filename,MFCC_Mean,MFCC_Var,Chromagram_Mean,Chromagram_Var,Spectral_Centroids_Mean,Spectral_Centroids_Var,Spectral_Rolloff_Mean,Spectral_Rolloff_Var
dance52.wav,0.4936609,0.032210324,0.31437993,0.08909635,2789.8357086683222,369981.23184928,6189.731442237681,1353555.5717240502
dance53.wav,0.55041724,0.030609192,0.37830704,0.080297515,3567.5441399090114,413738.6401847154,7511.3962462812015,895447.732542394
dance54.wav,0.52548623,0.03302911,0.28227097,0.09124617,3119.836063470505,314148.9176246824,6661.968049323965,1048372.8303247356
dance55.wav,0.50100785,0.028741686,0.42186984,0.092471555,2862.622082162484,648412.3832061895,6202.8874919879545,2227082.5991771
dance56.wav,0.50608695,0.024755212,0.42000568,0.0890484,2930.402319781519,745035.8324930246,6459.82760497291,2500759.1964110984
dance57.wav,0.51126975,0.027453372,0.37130034,0.08549481,3124.181704239006,464647.399935656,6514.052277083736,1511686.8793366803
dance58.wav,0.48602214,0.030943127,0.38526773,0.09163879,3216.215291616224,431952.15059688326,7131.115212455254,1007909.359124808
dance59.wav,0.4977909,0.02935768,0.43105713,0.07750027,3223.721878249701,329511.7511655967,6821.117086971507,1088501.724459847
dance6.wav,0.5248935,0.0275298,0.36605945,0.09213693,2798.1078177129484,379459.17598615406,6080.234319513495,1272333.6328449545
dance60.wav,0.49669775,0.029466372,0.37948996,0.08336538,3239.2671544022837,359684.39399811183,6877.516745930486,1103302.4282414217
dance61.wav,0.5403515,0.03158611,0.42825714,0.08224067,3290.606290203222,329597.61291379004,6895.458304107005,979952.350355245
dance62.wav,0.54526985,0.026970075,0.368284,0.08669255,3046.9617885975367,249201.8378903314,6801.208874020414,744509.2124709636
dance63.wav,0.518988,0.02805228,0.4210767,0.0853824,2712.662456900328,569237.2081569248,6193.462548979296,1890230.2700032047
dance64.wav,0.5220404,0.031323433,0.3552169,0.09134106,3336.6368068391066,463189.41788114334,7215.623034781347,1478729.7182599958
dance65.wav,0.5248461,0.029035605,0.34653738,0.08294621,2658.0076351209045,300308.9715298595,6202.537494104344,1508268.1584596578
dance66.wav,0.53327996,0.0296284,0.44937688,0.08064248,3035.800618354842,519861.7414394272,6535.643813189338,1823976.605981534
dance67.wav,0.52411216,0.031174012,0.3485525,0.09522721,2573.1914775759387,758060.0255660345,5317.409513018818,3443051.5457591345
dance68.wav,0.5373599,0.032289237,0.40487555,0.08472384,2935.513530531958,321283.32529576577,6101.2714397796535,939526.6222405288
dance69.wav,0.5461472,0.030243002,0.46031395,0.08044415,2976.40947445831,348055.6769098124,6518.660582551277,1350287.3255007346
dance7.wav,0.5025983,0.02838907,0.37378746,0.085292734,2633.444854746692,592401.6789853404,5867.380674325736,3006853.5302780457
dance70.wav,0.53800285,0.028514061,0.48798048,0.07662046,2994.062913056311,431703.24266144127,6478.885823063806,1635348.5282464577
dance71.wav,0.53273565,0.031303737,0.33060864,0.08987102,3292.4403186733084,708169.309753253,7038.099108244243,2007905.2770778984
dance72.wav,0.53175735,0.025243156,0.36262617,0.08853199,2822.990349796313,427877.4448965293,6032.496855650154,1851361.55951662
dance73.wav,0.4986623,0.027606336,0.43505147,0.08645938,3204.5733554658414,515303.85189721495,6994.816036637722,1536299.9133391485
dance74.wav,0.49988472,0.0331727,0.39274675,0.08569326,2592.287848834724,158932.47166750018,5858.340588842225,862152.2452315822
dance75.wav,0.51610404,0.030232234,0.41294813,0.09164126,2693.516955435952,1469475.0982291666,5782.8816983721945,4989662.991476388
dance76.wav,0.5371152,0.035153873,0.33138537,0.090666056,3285.4310046536907,299013.4112760956,7135.773517620452,802306.7990362085
dance77.wav,0.5557221,0.029234398,0.44864008,0.08537916,3009.577047761962,585223.5686733727,6311.295169794892,2014639.5415380783
dance78.wav,0.5135446,0.030849895,0.41415596,0.08339723,3388.7200029588944,838603.7841515397,7341.463940505273,2047804.963429439
dance79.wav,0.5070593,0.028322691,0.40692747,0.08876237,3395.6394054247858,507730.7362383156,7163.656682348104,1393375.6627339318
dance8.wav,0.5170924,0.024166843,0.3792138,0.09916053,2812.85182669114,924367.3649187912,5979.132740968352,2505571.3647222347
dance80.wav,0.5358335,0.02794394,0.33717343,0.088433616,2775.8611651508595,378248.4834801104,5920.339200518818,1659967.0421826525
dance81.wav,0.5170848,0.030540971,0.47344434,0.080207184,3403.831556485258,803269.8235315109,6977.541141096653,2350524.863031735
dance82.wav,0.53956014,0.0319351,0.37520993,0.0817612,3126.482819914725,230357.73368575805,6561.576989708301,1112900.4511235417
dance83.wav,0.5195793,0.030806622,0.38154197,0.08163692,2905.108203760048,322087.61776067986,6347.619950143914,1552392.027058273
dance84.wav,0.49689564,0.030441208,0.4496006,0.09325131,3580.069826100104,869520.8520591466,7252.047814525687,1618546.9619961723
dance85.wav,0.5311904,0.029426755,0.3877523,0.09388046,3369.2921784216715,379597.108950144,7273.086444518905,876385.7582921757
dance86.wav,0.5504014,0.030638231,0.39682925,0.085057795,3326.643457012087,316161.83172872814,7098.20410597136,1052426.742642465
dance87.wav,0.54768,0.033540472,0.3410643,0.09044008,2943.825057883953,545472.7662351774,6139.296209849072,2385091.380825796
dance88.wav,0.5145704,0.032097593,0.38408813,0.08813319,2407.9310771096907,345850.9874698152,5027.669598369776,1643982.1769581563
dance89.wav,0.49569824,0.035703234,0.38787767,0.091148734,2963.2942718194195,564331.6063665897,6038.32182042739,2325365.085016459
dance9.wav,0.52973986,0.026228493,0.42814422,0.09168196,3185.621028681532,491748.5436011688,7009.646237124303,1283732.599416184
dance90.wav,0.5181838,0.030979527,0.32754287,0.09513502,2858.6948328911294,1005902.297934406,5657.699122000774,3143103.4074969264
dance91.wav,0.5138381,0.03240684,0.35947376,0.08476071,3273.4030741369625,572658.824266322,6520.3522389887285,2134835.828121015
dance92.wav,0.49909163,0.02641004,0.4436907,0.08344273,2875.478122530906,511276.9325392465,5944.298266847405,1704540.4816525024
dance93.wav,0.50493306,0.032668583,0.31914446,0.088849895,3497.9476466207198,283461.47100942966,7410.571855952496,488135.3302181429
dance94.wav,0.505745,0.031872857,0.53800213,0.07382608,3372.355724318007,278216.19676959404,7156.838749945784,651329.8168986796
dance95.wav,0.53601027,0.028651934,0.4522965,0.073915094,3709.006630897337,317237.0631876884,7536.587760618228,742582.9121560719
dance96.wav,0.5126857,0.03341962,0.4610515,0.07909129,2846.767239220492,212712.89836759653,6155.412779061049,957035.635004568
dance97.wav,0.5144033,0.033896383,0.4539678,0.082923986,2856.2825547661964,222344.821059758,6070.879956886126,1092423.3448799213
dance98.wav,0.5069884,0.028863253,0.35589436,0.08644176,2850.5176610774856,364587.1681736909,6487.485771061097,1358242.9750508838
dance99.wav,0.4872091,0.029890073,0.42690238,0.082016766,2686.535148763064,186158.0452971205,6140.3128703681305,921704.0684072698
